study_accession	experiment_accession	experiment_title	fastq_ftp	submitted_ftp	sample_title
PRJNA392905	SRX2978921	NextSeq 500 sequencing; GSM2692242: B.FrE.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799454/SRR5799454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799454/SRR5799454_2.fastq.gz		B.FrE.BM#1
PRJNA392905	SRX2978922	NextSeq 500 sequencing; GSM2692243: B.FrE.BM#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799455/SRR5799455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799455/SRR5799455_2.fastq.gz		B.FrE.BM#2
PRJNA392905	SRX2978923	NextSeq 500 sequencing; GSM2692244: B.T1.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799456/SRR5799456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799456/SRR5799456_2.fastq.gz		B.T1.Sp#1
PRJNA392905	SRX2978924	NextSeq 500 sequencing; GSM2692245: B.Fo.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799457/SRR5799457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799457/SRR5799457_2.fastq.gz		B.Fo.Sp#1
PRJNA392905	SRX2978925	NextSeq 500 sequencing; GSM2692246: B.T2.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799458/SRR5799458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799458/SRR5799458_2.fastq.gz		B.T2.Sp#1
PRJNA392905	SRX2978926	NextSeq 500 sequencing; GSM2692247: B.MZ.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799459/SRR5799459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799459/SRR5799459_2.fastq.gz		B.MZ.Sp#1
PRJNA392905	SRX2978927	NextSeq 500 sequencing; GSM2692248: B.T3.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799460/SRR5799460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799460/SRR5799460_2.fastq.gz		B.T3.Sp#1
PRJNA392905	SRX2978928	NextSeq 500 sequencing; GSM2692249: B1b.PC#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799461/SRR5799461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799461/SRR5799461_2.fastq.gz		B1b.PC#1
PRJNA392905	SRX2978929	NextSeq 500 sequencing; GSM2692250: B.GC.CC.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799462/SRR5799462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799462/SRR5799462_2.fastq.gz		B.GC.CC.Sp#1
PRJNA392905	SRX2978930	NextSeq 500 sequencing; GSM2692251: B.GC.CC.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799463/SRR5799463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799463/SRR5799463_2.fastq.gz		B.GC.CC.Sp#2
PRJNA392905	SRX2978931	NextSeq 500 sequencing; GSM2692252: B.GC.CB.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799464/SRR5799464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799464/SRR5799464_2.fastq.gz		B.GC.CB.Sp#1
PRJNA392905	SRX2978932	NextSeq 500 sequencing; GSM2692253: B.GC.CB.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799465/SRR5799465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799465/SRR5799465_2.fastq.gz		B.GC.CB.Sp#2
PRJNA392905	SRX2978933	NextSeq 500 sequencing; GSM2692254: B.mem.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799466/SRR5799466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799466/SRR5799466_2.fastq.gz		B.mem.Sp#1
PRJNA392905	SRX2978934	NextSeq 500 sequencing; GSM2692255: B.mem.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799467/SRR5799467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799467/SRR5799467_2.fastq.gz		B.mem.Sp#2
PRJNA392905	SRX2978935	NextSeq 500 sequencing; GSM2692256: B.PB.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799468/SRR5799468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799468/SRR5799468_2.fastq.gz		B.PB.Sp#1
PRJNA392905	SRX2978936	NextSeq 500 sequencing; GSM2692257: B.PC.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799469/SRR5799469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799469/SRR5799469_2.fastq.gz		B.PC.Sp#1
PRJNA392905	SRX2978937	NextSeq 500 sequencing; GSM2692258: B.PC.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799470/SRR5799470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799470/SRR5799470_2.fastq.gz		B.PC.BM#1
PRJNA392905	SRX2978938	NextSeq 500 sequencing; GSM2692259: B.PC.BM#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799471/SRR5799471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799471/SRR5799471_2.fastq.gz		B.PC.BM#2
PRJNA392905	SRX2978939	NextSeq 500 sequencing; GSM2692260: B.Fo.Sp#3; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799472/SRR5799472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799472/SRR5799472_2.fastq.gz		B.Fo.Sp#3
PRJNA392905	SRX2978940	NextSeq 500 sequencing; GSM2692261: B.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799473/SRR5799473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799473/SRR5799473_2.fastq.gz		B.Sp#1
PRJNA392905	SRX2978941	NextSeq 500 sequencing; GSM2692262: B.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799474/SRR5799474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799474/SRR5799474_2.fastq.gz		B.Sp#2
PRJNA392905	SRX2978942	NextSeq 500 sequencing; GSM2692263: NKT.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799475/SRR5799475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799475/SRR5799475_2.fastq.gz		NKT.Sp#1
PRJNA392905	SRX2978943	NextSeq 500 sequencing; GSM2692264: NKT.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799476/SRR5799476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799476/SRR5799476_2.fastq.gz		NKT.Sp#2
PRJNA392905	SRX2978944	NextSeq 500 sequencing; GSM2692265: NKT.Sp.LPS.3hr#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799477/SRR5799477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799477/SRR5799477_2.fastq.gz		NKT.Sp.LPS.3hr#1
PRJNA392905	SRX2978945	NextSeq 500 sequencing; GSM2692266: NKT.Sp.LPS.3hr#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799478/SRR5799478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799478/SRR5799478_2.fastq.gz		NKT.Sp.LPS.3hr#2
PRJNA392905	SRX2978946	NextSeq 500 sequencing; GSM2692267: NKT.Sp.LPS.18hr#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799479/SRR5799479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799479/SRR5799479_2.fastq.gz		NKT.Sp.LPS.18hr#1
PRJNA392905	SRX2978947	NextSeq 500 sequencing; GSM2692268: NKT.Sp.LPS.18hr#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799480/SRR5799480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799480/SRR5799480_2.fastq.gz		NKT.Sp.LPS.18hr#2
PRJNA392905	SRX2978948	NextSeq 500 sequencing; GSM2692269: NKT.Sp.LPS.3d#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799481/SRR5799481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799481/SRR5799481_2.fastq.gz		NKT.Sp.LPS.3d#1
PRJNA392905	SRX2978949	NextSeq 500 sequencing; GSM2692270: NKT.Sp.LPS.3d#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799482/SRR5799482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799482/SRR5799482_2.fastq.gz		NKT.Sp.LPS.3d#2
PRJNA392905	SRX2978950	NextSeq 500 sequencing; GSM2692271: ILC2.SI#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799483/SRR5799483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799483/SRR5799483_2.fastq.gz		ILC2.SI#1
PRJNA392905	SRX2978951	NextSeq 500 sequencing; GSM2692272: ILC2.SI#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799484/SRR5799484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799484/SRR5799484_2.fastq.gz		ILC2.SI#2
PRJNA392905	SRX2978952	NextSeq 500 sequencing; GSM2692273: ILC3.NKp46-CCR6-.SI#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799485/SRR5799485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799485/SRR5799485_2.fastq.gz		ILC3.NKp46-CCR6-.SI#1
PRJNA392905	SRX2978953	NextSeq 500 sequencing; GSM2692274: ILC3.NKp46-CCR6-.SI#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799486/SRR5799486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799486/SRR5799486_2.fastq.gz		ILC3.NKp46-CCR6-.SI#2
PRJNA392905	SRX2978954	NextSeq 500 sequencing; GSM2692275: ILC3.CCR6+.SI#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799487/SRR5799487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799487/SRR5799487_2.fastq.gz		ILC3.CCR6+.SI#1
PRJNA392905	SRX2978955	NextSeq 500 sequencing; GSM2692276: ILC3.CCR6+.SI#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799488/SRR5799488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799488/SRR5799488_2.fastq.gz		ILC3.CCR6+.SI#2
PRJNA392905	SRX2978956	NextSeq 500 sequencing; GSM2692277: ILC3.NKp46+.SI#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799489/SRR5799489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799489/SRR5799489_2.fastq.gz		ILC3.NKp46+.SI#1
PRJNA392905	SRX2978957	NextSeq 500 sequencing; GSM2692278: ILC3.NKp46+.SI#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799490/SRR5799490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799490/SRR5799490_2.fastq.gz		ILC3.NKp46+.SI#2
PRJNA392905	SRX2978958	NextSeq 500 sequencing; GSM2692279: Mo.6C+II-.Bl#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799491/SRR5799491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799491/SRR5799491_2.fastq.gz		Mo.6C+II-.Bl#1
PRJNA392905	SRX2978959	NextSeq 500 sequencing; GSM2692280: Mo.6C+II-.Bl#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799492/SRR5799492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799492/SRR5799492_2.fastq.gz		Mo.6C+II-.Bl#2
PRJNA392905	SRX2978960	NextSeq 500 sequencing; GSM2692281: Mo.6C-II-.Bl#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799493/SRR5799493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799493/SRR5799493_2.fastq.gz		Mo.6C-II-.Bl#1
PRJNA392905	SRX2978961	NextSeq 500 sequencing; GSM2692282: Mo.6C-II-.Bl#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799494/SRR5799494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799494/SRR5799494_2.fastq.gz		Mo.6C-II-.Bl#2
PRJNA392905	SRX2978962	NextSeq 500 sequencing; GSM2692283: MF.226+II+480lo.PC#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799495/SRR5799495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799495/SRR5799495_2.fastq.gz		MF.226+II+480lo.PC#1
PRJNA392905	SRX2978963	NextSeq 500 sequencing; GSM2692284: MF.226+II+480lo.PC#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799496/SRR5799496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799496/SRR5799496_2.fastq.gz		MF.226+II+480lo.PC#2
PRJNA392905	SRX2978964	NextSeq 500 sequencing; GSM2692285: MF.ICAM+480hi.PC#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799497/SRR5799497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799497/SRR5799497_2.fastq.gz		MF.ICAM+480hi.PC#1
PRJNA392905	SRX2978965	NextSeq 500 sequencing; GSM2692286: MF.ICAM+480hi.PC#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799498/SRR5799498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799498/SRR5799498_2.fastq.gz		MF.ICAM+480hi.PC#2
PRJNA392905	SRX2978966	NextSeq 500 sequencing; GSM2692287: MF.RP.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799499/SRR5799499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799499/SRR5799499_2.fastq.gz		MF.RP.Sp#1
PRJNA392905	SRX2978967	NextSeq 500 sequencing; GSM2692288: MF.RP.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799500/SRR5799500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799500/SRR5799500_2.fastq.gz		MF.RP.Sp#2
PRJNA392905	SRX2978968	NextSeq 500 sequencing; GSM2692289: DC.8+.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799501/SRR5799501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799501/SRR5799501_2.fastq.gz		DC.8+.Sp#1
PRJNA392905	SRX2978969	NextSeq 500 sequencing; GSM2692290: DC.4+.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799502/SRR5799502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799502/SRR5799502_2.fastq.gz		DC.4+.Sp#1
PRJNA392905	SRX2978970	NextSeq 500 sequencing; GSM2692291: DC.pDC.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799503/SRR5799503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799503/SRR5799503_2.fastq.gz		DC.pDC.Sp#1
PRJNA392905	SRX2978971	NextSeq 500 sequencing; GSM2692292: DC.4+.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799504/SRR5799504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799504/SRR5799504_2.fastq.gz		DC.4+.Sp#2
PRJNA392905	SRX2978972	NextSeq 500 sequencing; GSM2692293: MF.microglia.CNS#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799505/SRR5799505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799505/SRR5799505_2.fastq.gz		MF.microglia.CNS#1
PRJNA392905	SRX2978973	NextSeq 500 sequencing; GSM2692294: FRC.CD140a+.Madcam-.CD35-.SLN#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799506/SRR5799506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799506/SRR5799506_2.fastq.gz		FRC.CD140a+.Madcam-.CD35-.SLN#1
PRJNA392905	SRX2978974	NextSeq 500 sequencing; GSM2692295: LEC.SLN#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799507/SRR5799507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799507/SRR5799507_2.fastq.gz		LEC.SLN#1
PRJNA392905	SRX2978975	NextSeq 500 sequencing; GSM2692296: LEC.SLN#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799508/SRR5799508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799508/SRR5799508_2.fastq.gz		LEC.SLN#2
PRJNA392905	SRX2978976	NextSeq 500 sequencing; GSM2692297: BEC.SLN#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799509/SRR5799509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799509/SRR5799509_2.fastq.gz		BEC.SLN#1
PRJNA392905	SRX2978977	NextSeq 500 sequencing; GSM2692298: IAP.SLN#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799510/SRR5799510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799510/SRR5799510_2.fastq.gz		IAP.SLN#1
PRJNA392905	SRX2978978	NextSeq 500 sequencing; GSM2692299: IAP.SLN#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799511/SRR5799511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799511/SRR5799511_2.fastq.gz		IAP.SLN#2
PRJNA392905	SRX2978979	NextSeq 500 sequencing; GSM2692300: B.T1.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799512/SRR5799512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799512/SRR5799512_2.fastq.gz		B.T1.Sp#2
PRJNA392905	SRX2978980	NextSeq 500 sequencing; GSM2692301: B.Fo.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799513/SRR5799513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799513/SRR5799513_2.fastq.gz		B.Fo.Sp#2
PRJNA392905	SRX2978981	NextSeq 500 sequencing; GSM2692302: B.T2.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799514/SRR5799514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799514/SRR5799514_2.fastq.gz		B.T2.Sp#2
PRJNA392905	SRX2978982	NextSeq 500 sequencing; GSM2692303: B.MZ.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799515/SRR5799515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799515/SRR5799515_2.fastq.gz		B.MZ.Sp#2
PRJNA392905	SRX2978983	NextSeq 500 sequencing; GSM2692304: B.T3.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799516/SRR5799516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799516/SRR5799516_2.fastq.gz		B.T3.Sp#2
PRJNA392905	SRX2978984	NextSeq 500 sequencing; GSM2692305: B1b.PC#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799517/SRR5799517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799517/SRR5799517_2.fastq.gz		B1b.PC#2
PRJNA392905	SRX2978985	NextSeq 500 sequencing; GSM2692306: MF.Alv.Lu#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799518/SRR5799518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799518/SRR5799518_2.fastq.gz		MF.Alv.Lu#1
PRJNA392905	SRX2978986	NextSeq 500 sequencing; GSM2692307: MF.Alv.Lu#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799519/SRR5799519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799519/SRR5799519_2.fastq.gz		MF.Alv.Lu#2
PRJNA392905	SRX2978987	NextSeq 500 sequencing; GSM2692308: MF.pIC.Alv.Lu#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799520/SRR5799520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799520/SRR5799520_2.fastq.gz		MF.pIC.Alv.Lu#1
PRJNA392905	SRX2978988	NextSeq 500 sequencing; GSM2692309: MF.pIC.Alv.Lu#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799521/SRR5799521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799521/SRR5799521_2.fastq.gz		MF.pIC.Alv.Lu#2
PRJNA392905	SRX2978989	NextSeq 500 sequencing; GSM2692310: MF.LP.SI#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799522/SRR5799522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799522/SRR5799522_2.fastq.gz		MF.LP.SI#1
PRJNA392905	SRX2978990	NextSeq 500 sequencing; GSM2692311: MF.LP.SI#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799523/SRR5799523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799523/SRR5799523_2.fastq.gz		MF.LP.SI#2
PRJNA392905	SRX2978991	NextSeq 500 sequencing; GSM2692312: DC.103+11b-.SI#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799524/SRR5799524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799524/SRR5799524_2.fastq.gz		DC.103+11b-.SI#1
PRJNA392905	SRX2978992	NextSeq 500 sequencing; GSM2692313: DC.103+11b-.SI#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799525/SRR5799525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799525/SRR5799525_2.fastq.gz		DC.103+11b-.SI#2
PRJNA392905	SRX2978993	NextSeq 500 sequencing; GSM2692314: DC.103+11b+.SI#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799526/SRR5799526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799526/SRR5799526_2.fastq.gz		DC.103+11b+.SI#1
PRJNA392905	SRX2978994	NextSeq 500 sequencing; GSM2692315: DC.103+11b+.SI#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799527/SRR5799527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799527/SRR5799527_2.fastq.gz		DC.103+11b+.SI#2
